id,numero linha,id_mob,faixa,n partidas,id_pc,corredor,sum_faixa,sum_faixa_estu,e,n,lat,lon
"223","221",BUS_CR2211,"15","5","2","1",118.629021,93.71692659,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"224","221",BUS_CR2211,"16","7","2","1",169.6468254,134.29921,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"225","332",BUS_CR3322,"11","1","2",C,31.5625,24.934375,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"226","221",BUS_CR2211,"17","6","2","1",192.8461538,152.3484615,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"227","233",BUS_CR2331,"22","3","2","1",28.51923077,19.1788462,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"228","221",BUS_CR2211,"18","5","2","1",154.0111111,121.6687778,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"229","332",BUS_CR3322,"10","2","2",C,32.43434343,25.62313131,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"230","221",BUS_CR2211,"19","4","2","1",80.53611111,63.62352778,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"231","221",BUS_CR2211,"20","4","2","1",58.98333333,46.59683333,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"232","221",BUS_CR2211,"21","5","2","1",52.53571429,41.5321429,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"233","332",BUS_CR3321,"9","1","2",P,22.21428571,17.54928571,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"234","221",BUS_CR2211,"22","1","2","1",16.5,13.35,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"235","221",BUS_CR2211,"5","3","2","1",153.8596737,121.5491422,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"236","332",BUS_CR3321,"8","3","2",P,90.92857143,71.83357143,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"237","221",BUS_CR2211,"6","6","2","1",444.5205128,351.171251,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"238","221",BUS_CR2211,"7","6","2","1",375.6843434,296.796313,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"239","332",BUS_CR3321,"7","3","2",P,125.789899,99.37402021,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"240","221",BUS_CR2211,"8","5","2","1",300.2125,237.167875,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"241","221",BUS_CR2211,"9","3","2","1",175.2904762,138.4794762,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"242","332",BUS_CR3321,"6","1","2",P,40.2,31.758,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"243","233",BUS_CR2331,"21","5","2","1",39.13412698,26.2198658,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"244","332",BUS_CR3321,"22","1","2",P,7.75,6.1225,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"245","233",BUS_CR2331,"20","2","2","1",21.38888889,14.3355556,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"246","332",BUS_CR3321,"21","1","2",P,11.66666667,9.216666669,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"247","233",BUS_CR2331,"19","4","2","1",67.67857143,45.34464286,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"248","332",BUS_CR3321,"20","1","2",P,6.6,5.214,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"249","233",BUS_CR2331,"18","4","2","1",105.7142857,7.82857142,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"250","332",BUS_CR3321,"19","1","2",P,12.6,9.954,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"251","233",BUS_CR2331,"17","5","2","1",162.0460317,18.578412,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"252","332",BUS_CR3321,"18","1","2",P,23.53846154,18.59538462,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"253","233",BUS_CR2331,"16","4","2","1",88.38461538,59.2176923,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"254","332",BUS_CR3321,"17","2","2",P,35.71111111,28.21177778,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"255","233",BUS_CR2331,"15","3","2","1",93.58730159,62.734927,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"256","332",BUS_CR3321,"16","1","2",P,23.76923077,18.77769231,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"257","233",BUS_CR2331,"14","4","2","1",150.1468254,1.598373,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"258","332",BUS_CR3321,"15","1","2",P,30.375,23.99625,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"259","233",BUS_CR2331,"13","3","2","1",149.9714286,1.488572,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"260","332",BUS_CR3321,"14","2","2",P,49.43076923,39.05030769,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"261","230",BUS_CR2301,"11","1","2","1",37,3.71,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"262","230",BUS_CR2301,"12","2","2","1",69.01587302,57.28317461,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"263","230",BUS_CR2301,"13","1","2","1",30.5,25.315,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"264","230",BUS_CR2301,"14","2","2","1",38.21428571,31.71785714,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"265","230",BUS_CR2301,"16","2","2","1",23.66666667,19.64333334,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"266","230",BUS_CR2301,"17","1","2","1",20,16.6,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"267","230",BUS_CR2301,"18","2","2","1",26.375,21.89125,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"268","230",BUS_CR2301,"22","1","2","1",1.363636364,1.131818182,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"269","230",BUS_CR2301,"5","1","2","1",37.93333333,31.48466666,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"270","230",BUS_CR2301,"6","4","2","1",213.2579365,177.4873,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"271","230",BUS_CR2301,"7","3","2","1",181.7833333,15.881666,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"272","230",BUS_CR2301,"8","2","2","1",80.41666667,66.74583334,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"273","230",BUS_CR2301,"9","1","2","1",36,29.88,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"274","233",BUS_CR2331,"12","5","2","1",275.3654762,184.4948691,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"275","233",BUS_CR2331,"11","4","2","1",190.8831169,127.8916883,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"276","233",BUS_CR2331,"10","2","2","1",94.11363636,63.5613636,745477.968641278,6955561.67665371,-27.5014666666667,-48.5151333333333
"277","332",BUS_CR3321,"12","1","20","1",35,27.65,746861.848229866,6949806.32786422,-27.553125,-48.499961
"278","331",BUS_CR3311,"10","1","20","1",20.3,15.631,746861.848229866,6949806.32786422,-27.553125,-48.499961
"279","331",BUS_CR3311,"11","1","20","1",4.846153846,3.731538461,746861.848229866,6949806.32786422,-27.553125,-48.499961
"280","331",BUS_CR3311,"12","2","20","1",57.75,44.4675,746861.848229866,6949806.32786422,-27.553125,-48.499961
"281","331",BUS_CR3311,"15","1","20","1",21.77777778,16.76888889,746861.848229866,6949806.32786422,-27.553125,-48.499961
"282","331",BUS_CR3311,"16","1","20","1",8,6.16,746861.848229866,6949806.32786422,-27.553125,-48.499961
"283","331",BUS_CR3311,"17","1","20","1",22.05882353,16.98529412,746861.848229866,6949806.32786422,-27.553125,-48.499961
"284","331",BUS_CR3311,"18","1","20","1",26.6,2.482,746861.848229866,6949806.32786422,-27.553125,-48.499961
"285","331",BUS_CR3311,"19","2","20","1",52.125,4.13625,746861.848229866,6949806.32786422,-27.553125,-48.499961
"286","331",BUS_CR3311,"21","1","20","1",7.461538462,5.745384616,746861.848229866,6949806.32786422,-27.553125,-48.499961
"287","331",BUS_CR3311,"6","2","20","1",87.0625,67.38125,746861.848229866,6949806.32786422,-27.553125,-48.499961
"288","331",BUS_CR3311,"7","2","20","1",58.62987013,45.145,746861.848229866,6949806.32786422,-27.553125,-48.499961
"289","332",BUS_CR3321,"9","1","20","1",24.21428571,19.12928571,746861.848229866,6949806.32786422,-27.553125,-48.499961
"290","332",BUS_CR3321,"8","3","20","1",91.32857143,72.14957143,746861.848229866,6949806.32786422,-27.553125,-48.499961
"291","332",BUS_CR3321,"7","3","20","1",119.420202,94.34195958,746861.848229866,6949806.32786422,-27.553125,-48.499961
"292","332",BUS_CR3321,"6","1","20","1",41.06666667,32.44266667,746861.848229866,6949806.32786422,-27.553125,-48.499961
"293","332",BUS_CR3321,"22","1","20","1",16,12.64,746861.848229866,6949806.32786422,-27.553125,-48.499961
"294","332",BUS_CR3321,"21","1","20","1",21.05555556,16.63388889,746861.848229866,6949806.32786422,-27.553125,-48.499961
"295","332",BUS_CR3321,"20","1","20","1",15.2,12.8,746861.848229866,6949806.32786422,-27.553125,-48.499961
"296","332",BUS_CR3321,"19","1","20","1",15.46666667,12.21866667,746861.848229866,6949806.32786422,-27.553125,-48.499961
"297","332",BUS_CR3321,"18","1","20","1",34.69230769,27.469238,746861.848229866,6949806.32786422,-27.553125,-48.499961
"298","332",BUS_CR3321,"17","2","20","1",70.93333333,56.3733333,746861.848229866,6949806.32786422,-27.553125,-48.499961
